source:pkey,name,addr:full,addr:housenumber,addr:postcode,addr:city,phone,fax,email,website,source:date,addr:street,addr:unit,amenity,emergency
3620171,Consultori Local Sant Pau De Segúries," Cr Guàrdia, 11", 11,17864,Sant Pau de Segúries,972747042,,,,2020-03-19T07:59:18, Cr Guàrdia,,clinic,
3622211,Cap Sant Joan," Cr Jardí, 106", 106,08800,Vilanova i la Geltrú,936571738,93 815 26 67,,,2020-03-19T07:58:02, Cr Jardí,,clinic,
3622300,Cuap Sant Bernabé," Ct De Ribes, S/N", ,08600,Berga,,,diracutbagesbergueda.cc.ics@gencat.cat,http://www.hsb.cat/,2020-03-19T07:59:09, Ct De Ribes,,clinic,yes
3621035,Atenció Continuada Cap Bellver De Cerdanya," Av Pere Sicart, 1", 1,25720,Bellver de Cerdanya,973510315,,c.metgeprimaria@hospitalpuigcerda.com,http://fhp.cat/,2020-03-19T07:59:01, Av Pere Sicart,,clinic,yes
3619673,Consultori Local El Pla De La Font," Cr Les Escoles, 3", 3,25114,Gimenells i el Pla de la Font,973742020,,,,2020-03-19T07:59:49, Cr Les Escoles,,clinic,
3619889,Atenció Continuada Cap L'Hospitalet De L'Infant," Ct De Móra, 13-15", 13-15,43890,Vandellòs i l'Hospitalet de l'Infant,977820336,977 82 06 40,cmestres@grupsagessa.cat,http://www.grupsagessa.com,2020-03-19T07:59:43, Ct De Móra,,clinic,yes
3620271,Cap Dr. Francisco Benito Inaraja," Av De Vidreres, 179-181", 179-181,17310,Lloret de Mar,972375597,,capfbenito@salutms.cat,,2020-03-19T07:59:17, Av De Vidreres,,clinic,
3619693,Consultori Local Montfalcó D'Agramunt," Pl Major, S/N", ,25318,Ossó de Sió,973390635,,,,2020-03-19T07:59:49, PlaçaMajor,,clinic,
3622812,Consultori Local Vilanova De Sau," Pg Verdaguer, 7", 7,08519,Vilanova de Sau,938847006,,,,2020-03-19T07:59:05, Pg Verdaguer,,clinic,
3619593,Consultori Local Benavent De Segrià," Pl Les Escoles, 10", 10,25132,Benavent de Segrià,973777580,,,,2020-03-19T07:59:52, PlaçaLes Escoles,,clinic,
10960023,Cuap Badalona," Cr De Juli Garreta, S/N", ,08911,Badalona,933842455,,,,2020-03-19T07:58:45, Cr De Juli Garreta,,clinic,
3620431,Consultori Local Bellcaire D'Empordà," Ct Torroella, S/N", ,17141,Bellcaire d'Empordà,972765005,972 77 20 89,,,2020-03-19T07:59:28, Ct Torroella,,clinic,
3622595,Cap Ocata," To De Can Gaio, 17", 17,08320,Teià,935407890,93 551 10 18,eapocata.mn.ics@gencat.cat,,2020-03-19T07:57:57, To De Can Gaio,,clinic,
3622334,Cuap El Prat De Llobregat," Cr Empúries, 1-3", 1-3,08820,"Prat de Llobregat, el",,,,,2020-03-19T07:58:51, Cr Empúries,,clinic,
3620230,Cap Sant Andreu," Cr Remei De Dalt, 8-14", 8-14,08240,Manresa,938744100,93 878 42 15,althaia@althaia.cat,http://www.althaia.cat/althaia/ca,2020-03-19T07:59:12, Cr Remei De Dalt,,clinic,
3619563,Consultori Local Bellveí," Cr Ample, S/N", ,25212,Torrefeta i Florejacs,973551200,,,,2020-03-19T07:59:53, Cr Ample,,clinic,
3620103,Consultori Local Cornellà Del Terri," Cr Mossèn Jacint  Verdaguer, 20", 20,17844,Cornellà del Terri,972594085,,,,2020-03-19T07:59:19, Cr Mossèn Jacint  Verdaguer,,clinic,
3622206,Hospital Residència Sant Camil," Rd Sant Camil, S/N", ,08810,Sant Pere de Ribes,938960025,93 896 12 87,etorres@hrsantcamil.es,http://www.csg.cat/nosaltres/els-nostres-centres/hospital-residencia-sant-camil-seu/,2020-03-19T07:58:03, Rd Sant Camil,,hospital,
3619644,Atenció Continuada Cap Montblanc," Cr Jaume Llecha, S/N", ,43400,Montblanc,977860089,977 86 28 33,montblanc.tgn.ics@gencat.cat,,2020-03-19T07:59:41, Cr Jaume Llecha,,clinic,yes
3619646,Consultori Local Belltall," Pl Església, 4", 4,43413,Passanant i Belltall,977892900,,,,2020-03-19T07:59:41, PlaçaEsglésia,,clinic,
3620334,Atenció Continuada Cap Llançà," Cr Dolors Falcó, 16", 16,17490,Llançà,972122010,972 38 00 67,eap_llanca.girona.ics@gencat.cat,,2020-03-19T07:59:30, Cr Dolors Falcó,,clinic,yes
3619760,Consultori Local Puigdelfí," Cr Nou, 33", 33,43155,Perafort,977610196,,,,2020-03-19T07:59:40, Cr Nou,,clinic,
3619964,Hospital Verge De La Cinta De Tortosa," Cr Esplanetes, 44-58", 44-58,43500,Tortosa,977519100,977 51 91 11,adepablohtvc.ics@gencat.net,http://www.icsebre.cat/,2020-03-19T07:59:36, Cr Esplanetes,,hospital,
3621343,Consultori Local Arties," Pl Urtau, 1", 1,25599,Naut Aran,973642847,,usuari@aransalut.com,,2020-03-19T07:58:59, PlaçaUrtau,,clinic,
3622866,Cap La Florida," Ps De La Florida, 43", 43,08130,Santa Perpètua de Mogoda,935747063,,caplaflorida.mn.ics@gencat.cat,,2020-03-19T07:57:48, Ps De La Florida,,clinic,
3620353,Cuap Bages," Cr Soler I March, 6", 6,08242,Manresa,,,diracutbagesbergueda.cc.ics@gencat.cat,,2020-03-19T07:59:12, Cr Soler I March,,clinic,yes
10926425,Assir Alt Empordà," Rd Rector Arolas, S/N", ,17600,Figueres,,,,,2020-03-19T07:59:31, Rd Rector Arolas,,clinic,
3619975,Consultori Local El Cogul," Pl De La Vila, 4", 4,25152,"Cogul, el",973120367,,,,2020-03-19T07:59:57, PlaçaDe La Vila,,clinic,
3620064,Consultori Local Sant Joan De Mollet," Pl Catalunya, S/N", ,17463,Sant Joan de Mollet,972488125,,,,2020-03-19T07:59:22, PlaçaCatalunya,,clinic,
3621173,Consultori Local Araós," Cr Únic, S/N", ,25573,Alins,973624318,,,,2020-03-19T07:59:00, Cr Únic,,clinic,
3621326,Consultori Local Nucli De València D'Àneu," Av Port De La Bonaigua, 9", 9,25587,Alt Àneu,973626038,973 62 63 41,,,2020-03-19T07:59:00, Av Port De La Bonaigua,,clinic,
3620091,Consultori Local Sant Iscle De Vallalta," Cr Església, 5", 5,08359,Sant Iscle de Vallalta,937946089,,,,2020-03-19T07:59:20, Cr Església,,clinic,
3622485,Cap Sant Andreu De Llavaneres," Ps De Jaume Brutau, 2", 2,08392,Sant Andreu de Llavaneres,937928707,,llavaneres.sanitat@gencat.cat,,2020-03-19T07:57:58, Ps De Jaume Brutau,,clinic,
3619708,Consultori Local El Tarròs," Cr Major, S/N", ,25331,Tornabous,973310852,,,,2020-03-19T07:59:48, Cr Major,,clinic,
3622793,Consultori Local Seva," Ps Rafael Casanova, 3", 3,08553,Seva,938841084,,,,2020-03-19T07:59:06, Ps Rafael Casanova,,clinic,
3619527,Consultori Local Miralcamp," Pl Catalunya, 1", 1,25242,Miralcamp,973600800,,,,2020-03-19T07:59:55, PlaçaCatalunya,,clinic,
3622844,Hospital De Sabadell," Ll Parc Taulí, S/N", ,08208,Sabadell,937231010,93 716 06 46,salvaro@cspt.es,http://www.tauli.cat/tauli/cat/default.htm,2020-03-19T07:57:52, Ll Parc Taulí,,hospital,
3621335,Consultori Local Rialp," Cr Únic, S/N", ,25594,Rialp,973621456,,,,2020-03-19T07:59:00, Cr Únic,,clinic,
3619969,Cap Deltebre," Av Esportiva, 164", 164,43580,Deltebre,977489691,977 48 92 35,,,2020-03-19T07:59:35, Av Esportiva,,clinic,
3621521,Consultori Local Guardiola De Font-Rubí," Pl De L'Ajuntament, 1", 1,08736,Font-rubí,938979261,,,,2020-03-19T07:58:59, PlaçaDe L'Ajuntament,,clinic,
3620209,Cap Gandesa," Av Joan Perucho, 4", 4,43780,Gandesa,977421245,977 42 09 65,,,2020-03-19T07:59:33, Av Joan Perucho,,clinic,
3619751,Consultori Local El Catllar," Av Catalunya, S/N", ,43764,"Catllar, el",977653675,,,,2020-03-19T07:59:40, Av Catalunya,,clinic,
3620365,Atenció Continuada Cap Navàs," Cr Pau Duarri, 36", 36,08670,Navàs,938390333,93 839 12 64,cap.navas@manresa.scs.es,,2020-03-19T07:59:11, Cr Pau Duarri,,clinic,yes
3620138,Cap Ribes De Freser," Ps De Guimerà, 6", 6,17534,Ribes de Freser,972727709,972 72 81 37,apribes@hoscamp.com,http://www.hospitaldecampdevanol.cat,2020-03-19T07:59:18, Ps De Guimerà,,clinic,
3621863,Cap Pou Torre," Cr Ferran Muñoz, 1", 1,08859,Begues,936392356,93 639 00 94,begues.bll.cp.ics@gencat.cat,,2020-03-19T07:58:57, Cr Ferran Muñoz,,clinic,
3620415,Cap Calaf," Ct Llarga, S/N", ,08280,Calaf,938698779,93 868 02 72,eapcalaf.cc.ics@gencat.cat,,2020-03-19T07:59:15, Ct Llarga,,clinic,
3620478,Consultori Local Rupià," Pl D'Avall, 1", 1,17131,Rupià,972769274,,tvalencia@ssibe.cat,,2020-03-19T07:59:27, PlaçaD'Avall,,clinic,
10930107,Assir Vallès Occidental Sabadell," Ct De Barcelona, 473", 473,08204,Sabadell,937284459,93 711 29 34,abs.sabadell6@sabadell.scs.es,,2020-03-19T07:57:54, Ct De Barcelona,,clinic,
3622329,Cap 17 De Setembre," Cr Empúries, 1-3", 1-3,08820,"Prat de Llobregat, el",933703018,93 370 66 57,scosme.bll.cp.ics@gencat.cat,,2020-03-19T07:58:52, Cr Empúries,,clinic,
3620181,Atenció Continuada Cap Blanes 2," Av Europa, 10", 10,17300,Blanes,972359534,972 35 95 34,eap_blanes.girona.ics@gencat.cat,,2020-03-19T07:59:18, Av Europa,,clinic,yes
3619884,Consultori Local Riudecols," Cr La Parra, 2", 2,43390,Riudecols,977560355,,,,2020-03-19T07:59:43, Cr La Parra,,clinic,
3621380,Cuap Gràcia," Cr Larrard, 1", 1,08024,Barcelona,933252044,,cuap-gracia@perevirgili.cat,http://www.cuapgracia.cat,2020-03-19T07:58:39, Cr Larrard,,clinic,
3622614,Cap Ripollet," Cr Casanovas, 4", 4,08291,Ripollet,935946420,93 594 64 23,ripo1@cerdanyola.scs.es,,2020-03-19T07:57:56, Cr Casanovas,,clinic,
3620219,Consultori Local Castellfollit Del Boix," Cr Ajuntament, S/N", ,08255,Castellfollit del Boix,609335962,,,,2020-03-19T07:59:12, Cr Ajuntament,,clinic,
3620779,Consultori Local Tragó," Pl Escola, S/N", ,25790,Peramola,973350470,,,,2020-03-19T07:59:03, PlaçaEscola,,clinic,
3620773,Consultori Local Montferrer," Cr Únic, S/N", ,25711,Montferrer i Castellbò,973350470,,,,2020-03-19T07:59:03, Cr Únic,,clinic,
3620245,Consultori Local La Vajol," Ct De Maçanet, S/N", ,17707,"Vajol, la",972535520,,,,2020-03-19T07:59:32, Ct De Maçanet,,clinic,
3619842,Consultori Local Capçanes," Cr Carrasclet, 24", 24,43776,Capçanes,977178182,,,,2020-03-19T07:59:41, Cr Carrasclet,,clinic,
3620956,Cap Montornès Del Vallès," Cr Can Parera, 7", 7,08170,Montornès del Vallès,935720303,93 568 38 00,montmelo.mn.ics@gencat.cat,,2020-03-19T07:57:38, Cr Can Parera,,clinic,
3619789,Consultori Local L'Aleixar," Cr Joaquim Mir, 30", 30,43381,"Aleixar, l'",977815106,,,,2020-03-19T07:59:46, Cr Joaquim Mir,,clinic,
3619920,Consultori Local Arbocet," Cr De Baix, 1", 1,43312,Vilanova d'Escornalbou,977837519,,,,2020-03-19T07:59:43, Cr De Baix,,clinic,
9026708,Atenció Continuada Cap Martí I Julià," Cr Martí I Julià, 11-19", 11-19,08911,Badalona,,,,,2020-03-19T07:58:46, Cr Martí I Julià,,clinic,yes
3621068,Atenció Continuada Cap Sant Fost De Campsentelles," Ct De Badalona, 175", 175,08105,Sant Fost de Campsentelles,935795406,,stfost.mn.ics@gencat.cat,,2020-03-19T07:57:37, Ct De Badalona,,clinic,yes
3619992,Consultori Local Vinaixa," Cr Nou, S/N", ,25440,Vinaixa,973175497,,,,2020-03-19T07:59:57, Cr Nou,,clinic,
3620044,Hospital Universitari Doctor Josep Trueta De Girona," Av França, S/N", ,17007,Girona,972940200,972 94 02 70,premsa@htrueta.scs.es,http://www.icsgirona.cat/ca/hospitaltrueta,2020-03-19T07:59:23, Av França,,hospital,
3619570,Consultori Local Mont-Roig," Cr Forn, S/N", ,25212,"Plans de Sió, els",973390635,,,,2020-03-19T07:59:53, Cr Forn,,clinic,
3620675,Cap Les Hortes," Cr Nou De Rambla, 177", 177,08004,Barcelona,933249100,93 324 91 01,eappoblesec@comb.es,http://www.eappoblesec.com,2020-03-19T07:58:42, Cr Nou De Rambla,,clinic,
3622059,Atenció Continuada Cap Roquetes (Les Roquetes - Sant Pere De Ribes)," Av De Catalunya, 11", 11,08812,Sant Pere de Ribes,938145182,93 814 29 21,,,2020-03-19T07:58:03, Av De Catalunya,,clinic,yes
3620538,Consultori Local Canet D'Adri," Cr Rocacorba, 21", 21,17199,Canet d'Adri,972429166,,,,2020-03-19T07:59:24, Cr Rocacorba,,clinic,
3620250,Consultori Local Les Escaules," Cr Figueres, S/N", ,17723,Boadella d'Empordà,972569194,,,,2020-03-19T07:59:32, Cr Figueres,,clinic,
3620170,Consultori Local Vallfogona De Ripollès," Cr Puig-Estela, 9", 9,17862,Vallfogona de Ripollès,972701909,,,,2020-03-19T07:59:18, Cr Puig-Estela,,clinic,
3620198,Consultori Local Tivissa," Cr Caserna, 3-4", 3-4,43746,Tivissa,977418393,,,,2020-03-19T07:59:33, Cr Caserna,,clinic,
3620214,Consultori Local Callús," Cr Francesc Macià, 27", 27,08262,Callús,938361888,93 836 11 36,,,2020-03-19T07:59:12, Cr Francesc Macià,,clinic,
3619624,Hospital Santa Maria," Av Alcalde Rovira Roure, 44", 44,25198,Lleida,973727222,973 72 72 23,,http://www.gss.cat/,2020-03-19T07:59:51, Av Alcalde Rovira Roure,,hospital,
3622851,Cap Turó De Can Mates," Ct De Vallvidrera, 38", 38,08173,Sant Cugat del Vallès,935618080,,uau@mutuaterrassa.es,http://www.mutuaterrassa.cat,2020-03-19T07:57:52, Ct De Vallvidrera,,clinic,
3619833,Cap Mont-Roig Del Camp," Cr Doctor Segarra, 32", 32,43300,Mont-roig del Camp,977837877,977 83 78 56,rpedret.tgn.ics@gencat.cat,,2020-03-19T07:59:45, Cr Doctor Segarra,,clinic,
3619649,Consultori Local Rocafort De Queralt," Av Catalunya, 17", 17,43426,Rocafort de Queralt,977898004,,,,2020-03-19T07:59:41, Av Catalunya,,clinic,
3620943,Cap Can Pantiquet," Cr Lluís Millet, 15", 15,08100,Mollet del Vallès,935705977,93 544 54 31,molletest.mn.ics@gencat.cat,,2020-03-19T07:57:39, Cr Lluís Millet,,clinic,
3621164,Consultori Local Vilamitjana," Pl Matias Cavaler, S/N", ,25654,Tremp,973652626,973 65 04 86,,,2020-03-19T07:59:00, PlaçaMatias Cavaler,,clinic,
3619553,Consultori Local El Mas De Bondia," Cr Bartomeu, 3", 3,25340,Montornès de Segarra,973310852,,,,2020-03-19T07:59:53, Cr Bartomeu,,clinic,
3622221,Consultori Local Alella," Cr Doctor Mas De Xaxars, 10", 10,08328,Alella,935550354,,,,2020-03-19T07:58:02, Cr Doctor Mas De Xaxars,,clinic,
3622301,Hospital Comarcal Sant Bernabé," Ct De Ribes, S/N", ,08600,Berga,938243400,93 821 27 52,uau@hsb.es,http://www.hsb.cat/,2020-03-19T07:59:09, Ct De Ribes,,hospital,
3622318,Cap La Granja," Cr De Les Sínies, 9-15", 9-15,08750,Molins de Rei,936687711,,admolins.bln.cp.ics@gencat.net,,2020-03-19T07:58:52, Cr De Les Sínies,,clinic,
3619924,Consultori Local Vinyols," Pl De L'Església, 1", 1,43391,Vinyols i els Arcs,977768224,,,,2020-03-19T07:59:43, PlaçaDe L'Església,,clinic,
3621392,Hospital - Cuap Plató," Cr Plató, 21", 21,08006,Barcelona,933069900,,,http://www.hospitalplato.com/,2020-03-19T07:58:14, Cr Plaçató,,clinic,yes
3621558,Hospital De L'Esperança," Cr Sant Josep De La Muntanya, 12", 12,08024,Barcelona,933674100,93 367 42 66,,http://www.parcdesalutmar.cat/hospitals/hospital-esperan/,2020-03-19T07:58:13, Cr Sant Josep De La Muntanya,,hospital,
3622353,Cap Cirera Molins," Rd Frederic Mistral, 2", 2,08304,Mataró,937575554,93 757 17 02,gerencia@csdm.cat,http://www.csdm.cat,2020-03-19T07:58:00, Rd Frederic Mistral,,clinic,
10927686,Assir Pallars," Cr Pau Casals, 5", 5,25620,Tremp,973652255,,,,2020-03-19T07:59:01, Cr Pau Casals,,clinic,
3619915,Hospital Universitari Joan Xxiii De Tarragona," Cr Doctor Mallafré Guasch, 4", 4,43005,Tarragona,977295800,977 22 40 11,msalvadorsa.hj23.ics@gencat.net,http://www.icscampdetarragona.cat/webg/index.php?page=htvc&hl=ca_ES,2020-03-19T07:59:37, Cr Doctor Mallafré Guasch,,hospital,
3622575,Cap El Serral De Sant Vicenç Dels Horts," Ct Sant Boi, 59-61", 59-61,08620,Sant Vicenç dels Horts,936724859,93 672 47 96,csarelserral@ambitcp.catsalut.net,,2020-03-19T07:58:47, Ct Sant Boi,,clinic,
3619548,Consultori Local Massoteres," Cr Baixada, S/N", ,25211,Massoteres,973551200,,,,2020-03-19T07:59:54, Cr Baixada,,clinic,
3622691,Cap Morera Pomar," Cr Pere Iii, 1-7", 1-7,08915,Badalona,934655200,93 465 79 03,bsa@bsa.cat,https://www.bsa.cat/,2020-03-19T07:58:46, Cr Pere Iii,,clinic,
3620071,Consultori Local Viladasens," Cr Llevant, 4", 4,17464,Viladasens,972496263,,,,2020-03-19T07:59:21, Cr Llevant,,clinic,
3620781,Consultori Local Arfa," Cr Únic, S/N", ,25713,Ribera d'Urgellet,973387314,,,,2020-03-19T07:59:03, Cr Únic,,clinic,
3622603,Cap Castellbisbal," Av Pau Casals, 12", 12,08755,Castellbisbal,937720356,93 772 20 67,atencioalciutadacsb@cst.cat,http://www.cst.cat/,2020-03-19T07:57:57, Av Pau Casals,,clinic,
3622295,Cap Berga," Cr Quim Serra, 1", 1,08600,Berga,938212744,93 821 15 53,eapberguedacentre.cc.ics@gencat.cat,,2020-03-19T07:59:09, Cr Quim Serra,,clinic,
3620022,Consultori Local Castelló De Farfanya," Cr Del Torrent, 22", 22,25136,Castelló de Farfanya,973428133,,,,2020-03-19T07:59:56, Cr Del Torrent,,clinic,
3620458,Consultori Local Colomers," Pl Església, S/N", ,17144,Colomers,972768094,,,,2020-03-19T07:59:28, PlaçaEsglésia,,clinic,
6052332,Atenció Continuada Cap De Manlleu," Cr Castellot, 17", 17,08560,Manlleu,938506484,,,,2020-03-19T07:59:07, Cr Castellot,,clinic,yes
3621174,Consultori Local Àreu," Cr Únic, S/N", ,25575,Alins,973624405,,,,2020-03-19T07:59:00, Cr Únic,,clinic,
3620810,Cap Cardedeu," Cr Balmes, 51", 51,08440,Cardedeu,938713790,93 846 08 82,cardedeu.mn.ics@gencat.cat,,2020-03-19T07:57:43, Cr Balmes,,clinic,
3620955,Cap Montmeló," Pl Ernest Lluch, 1", 1,08160,Montmeló,935444440,93 568 41 04,montmelo.mn.ics@gencat.cat,,2020-03-19T07:57:38, PlaçaErnest Lluch,,clinic,
3620364,Cap Navarcles," Cr Fortià I Solà, 11", 11,08270,Navarcles,938310030,,cap.st.fruitos@manresa.scs.es,,2020-03-19T07:59:11, Cr Fortià I Solà,,clinic,
3620394,Consultori Local Viladamat," Pl De La Vila, 1", 1,17137,Viladamat,972788532,972 77 20 89,,,2020-03-19T07:59:29, PlaçaDe La Vila,,clinic,
3621381,Cuap Gràcia," Cr Larrard, 1", 1,08024,Barcelona,933252044,,cuap-gracia@perevirgili.cat,http://www.cuapgracia.cat,2020-03-19T07:58:39, Cr Larrard,,clinic,yes
3619568,Consultori Local Hostafrancs," Cr Únic, S/N", ,25212,"Plans de Sió, els",973531048,,,,2020-03-19T07:59:53, Cr Únic,,clinic,
10929869,Assir Barcelona Ciutat Travessera De Gràcia," Ts De Gràcia, 346", 346,08025,Barcelona,934352309,93 456 03 62,,,2020-03-19T07:58:43, Ts De Gràcia,,clinic,
10927865,Assir Bages - Solsonès," Cr Soler I March, 6", 6,08242,Manresa,938748178,,eapplcatalunya.cc.ics@gencat.cat,,2020-03-19T07:59:12, Cr Soler I March,,clinic,
3622037,Cap Doctor Vilaseca," Cr Sant Carles, 79", 79,08921,Santa Coloma de Gramenet,934628600,93 466 63 94,abs1.stacoloma.sanitat@gencat.cat,,2020-03-19T07:58:05, Cr Sant Carles,,clinic,
3619838,Cap Llibertat," Cr General Moragues, 52", 52,43201,Reus,977328419,977 34 02 52,jsegarra.tgn.ics@gencat.cat,,2020-03-19T07:59:45, Cr General Moragues,,clinic,
3620134,Consultori Local Ogassa," Av De Les Mines, 13", 13,17861,Ogassa,972720380,,,,2020-03-19T07:59:19, Av De Les Mines,,clinic,
3619694,Consultori Local Ossó De Sió," Pl Major, S/N", ,25318,Ossó de Sió,973390790,,,,2020-03-19T07:59:49, PlaçaMajor,,clinic,
3619670,Consultori Local Torre-Serona," Cr Major, 29", 29,25131,Torre-serona,973750347,,,,2020-03-19T07:59:49, Cr Major,,clinic,
3621729,Cap Collblanc," Cr Creu Roja, 18", 18,08904,"Hospitalet de Llobregat, l'",934470780,93 440 18 66,informacio@csi.cat,https://www.csi.cat/ciutadans/centres/cap-collblanc/es_index.html,2020-03-19T07:58:11, Cr Creu Roja,,clinic,
3619792,Consultori Local Arbolí," Cr Major, 20", 20,43365,Arbolí,977816014,,,,2020-03-19T07:59:46, Cr Major,,clinic,
3620419,Consultori Local Vilafant Poble," Cr Olot, 8", 8,17740,Vilafant,972546936,,,,2020-03-19T07:59:29, Cr Olot,,clinic,
3620790,Cap Manso - Equip Via Roma," Cr Manso, 19", 19,08015,Barcelona,935517283,,,,2020-03-19T07:58:42, Cr Manso,,clinic,
3620423,Consultori Local Vilamaniscle," Cr Figueres, S/N", ,17781,Vilamaniscle,972531769,,,,2020-03-19T07:59:29, Cr Figueres,,clinic,
10926697,Assir Garrotxa," Av Països Catalans, 86", 86,17800,Olot,,,,,2020-03-19T07:59:25, Av Països Catalans,,clinic,
3620299,Consultori Local Fortià," Pl Terradelles, S/N", ,17469,Fortià,972534188,,eap.figueres@pgirona.scs.es,,2020-03-19T07:59:31, PlaçaTerradelles,,clinic,
3622311,Cap Guardiola De Berguedà," Cr Estació, 4", 4,08694,Guardiola de Berguedà,938227172,,eapaltbergueda.cc.ics@gencat.cat // eapaltbergueda.cc.ics@gencat.cat,,2020-03-19T07:59:08, Cr Estació,,clinic,
3619573,Consultori Local Albatàrrec (Lleida Rural Sud)," Cr Escoles, 1", 1,25171,Albatàrrec,973720111,,,,2020-03-19T07:59:53, Cr Escoles,,clinic,
3622339,Cuap La Solana," Cr Sant Felip Neri, 18", 18,08740,Sant Andreu de la Barca,936356651,,,,2020-03-19T07:58:51, Cr Sant Felip Neri,,clinic,
3621897,Cap La Mina," Cr Mar, S/N", ,08930,Sant Adrià de Besòs,933811593,93 381 21 41,cpareja.bcn.ics@gencat.cat,,2020-03-19T07:58:06, Cr Mar,,clinic,
3622680,Consultori Local Santa Maria De Besora," Ps Pla De Teià, 13", 13,08584,Santa Maria de Besora,938550976,,,,2020-03-19T07:59:06, Ps Plaça De Teià,,clinic,
3619826,Consultori Local Castellvell Del Camp," Cr Sant Jaume, 10", 10,43392,Castellvell del Camp,977855744,,,,2020-03-19T07:59:45, Cr Sant Jaume,,clinic,
3620329,Atenció Continuada Cap Piera," Av Carretera D'Igualada, 62", 62,08784,Piera,937788495,93 778 96 68,,,2020-03-19T07:59:13, Av Carretera D'Igualada,,clinic,yes
3619744,Consultori Local Puigpelat," Ct Vilabella, S/N", ,43812,Puigpelat,977602240,,,,2020-03-19T07:59:47, Ct Vilabella,,clinic,
3620017,Consultori Local Bellmunt D'Urgell," Cr Cardenal, S/N", ,25336,Bellmunt d'Urgell,973610443,,,,2020-03-19T07:59:56, Cr Cardenal,,clinic,
7461839,Atenció Continuada Cap Dr. Joan Mirambell I Folch," Av De Josep Fontcuberta, 128", 128,08140,Caldes de Montbui,,,caldes.mn.ics@gencat.cat,,2020-03-19T07:57:43, Av De Josep Fontcuberta,,clinic,yes
3620409,Atenció Continuada Cap Vidreres," Av Costa Brava, 272", 272,17411,Vidreres,972850156,972 87 52 30,eap_sils.girona.ics@gencat.cat,,2020-03-19T07:59:15, Av Costa Brava,,clinic,yes
3620004,Consultori Local Tartareu," Cr La Seda, S/N", ,25611,"Avellanes i Santa Linya, les",973454167,,,,2020-03-19T07:59:56, Cr La Seda,,clinic,
3622224,Atenció Continuada Cap Arenys De Mar," Av D'Auterive, S/N", ,08350,Arenys de Mar,937958074,93 795 81 34,arenys.sanitat@gencat.cat,,2020-03-19T07:58:02, Av D'Auterive,,clinic,yes
3619710,Consultori Local Tornabous," Cr Major, S/N", ,25331,Tornabous,973570344,,,,2020-03-19T07:59:48, Cr Major,,clinic,
3621050,Consultori Local Salàs De Pallars," Ct Pont De Suert, S/N", ,25693,Salàs de Pallars,973676163,,,,2020-03-19T07:59:01, Ct Pont De Suert,,clinic,
3622588,Hospital De Viladecans," Av Gavà, 38", 38,08840,Viladecans,936590111,93 659 06 12,lamarti.hv@gencat.cat,http://www.gencat.cat/ics/infocorp/gerencies/hospitals/Viladecans_main.htm,2020-03-19T07:58:46, Av Gavà,,hospital,
3620034,Consultori Local Pradell De Sió," Cr Major, S/N", ,25316,Preixens,973390635,,,,2020-03-19T07:59:56, Cr Major,,clinic,
3621859,Atenció Continuada Cap Abrera," Cr Manresa, 15", 15,08630,Abrera,937702561,93 775 95 94,admabre.bln.cp.ics@gencat.net,,2020-03-19T07:58:57, Cr Manresa,,clinic,yes
3619980,Cap La Granadella," Cr La Pobla, 74", 74,25177,"Granadella, la",973133207,973 13 36 50,granadella.lleida.ics@gencat.cat,,2020-03-19T07:59:57, Cr La Pobla,,clinic,
3620348,Consultori Local Vilanova De La Muga," Cr Eduard Pujol, 2", 2,17492,Peralada,972678135,,,,2020-03-19T07:59:30, Cr Eduard Pujol,,clinic,
3620668,Cap Horta - Equip Barcelona 7F," Cr Lisboa, 1", 1,08032,Barcelona,934072768,93 420 96 57,,,2020-03-19T07:58:42, Cr Lisboa,,clinic,
3620640,Consultori Local La Coma I La Pedra," Pl Ajuntament, 1", 1,25284,"Coma i la Pedra, la",973492378,,,,2020-03-19T07:59:04, PlaçaAjuntament,,clinic,
3620283,Consultori Local Darnius," Cr Major, 3", 3,17722,Darnius,972535563,,,,2020-03-19T07:59:32, Cr Major,,clinic,
3622673,Consultori Local Sant Julià De Vilatorta," Cr Verge De Montserrat, 18", 18,08504,Sant Julià de Vilatorta,938122233,,,,2020-03-19T07:59:06, Cr Verge De Montserrat,,clinic,
3621345,Consultori Local Arres," Cr Escoles, S/N", ,25551,Arres,973642694,,usuari@aransalut.com,,2020-03-19T07:58:59, Cr Escoles,,clinic,
3622437,Consultori Local Calldetenes," Cr Joan Maragall, S/N", ,08506,Calldetenes,938890464,93 889 13 20,callseb@osona.scs.es,,2020-03-19T07:59:08, Cr Joan Maragall,,clinic,
3621843,Consultori Local Vilobí Del Penedès," Cr Torrent, 3", 3,08735,Vilobí del Penedès,938978387,93 897 86 91,,,2020-03-19T07:58:57, Cr Torrent,,clinic,
3622312,Consultori Local Montmajor," Pl Del Mercat, 1", 1,08612,Montmajor,938246000,,,,2020-03-19T07:59:08, PlaçaDel Mercat,,clinic,
3619758,Consultori Local Els Pallaresos," Av Prats De Motlló, 2", 2,43151,"Pallaresos, els",977610762,,,,2020-03-19T07:59:40, Av Prats De Motlló,,clinic,
3619725,Consultori Local Llorenç De Rocafort," Cr Església, S/N", ,25267,Sant Martí de Riucorb,973330286,,,,2020-03-19T07:59:48, Cr Església,,clinic,
